1454111061.97638, 4476934.85934592, 590406.9506400223, -294.2971746328302, -1.524418619584766 , 0.0145206103765424 , 0.04353723833876106 , -0, 0, -0, 0 , 0 , 0 , 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 0, 0, 1, 4476934.85934592, 590406.9506400223, -294.2971746328302, 0, 0, 0, 55.375, -58.1, -0.005436709999997902, -1.536000000612603e-05, -1.536000000612603e-05, 1, 1, 3, 3, 0, 0, 0, 0, 771, 360, 20540, 38120
1454111061.98638, 4476934.859340635, 590406.9506414621, -294.2971879768198, -1.524416719561047 , 0.01460660631762471 , 0.04352910310010905 , -0, 0, -0, 0 , 0 , 0 , 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 0, 0, 1, 4476934.859340635, 590406.9506414621, -294.2971879768198, 0, 0, 0, 55.375, -58.1, -0.005436709999997902, -1.536000000612603e-05, -1.536000000612603e-05, 1, 1, 3, 3, 0, 0, 0, 0, 771, 360, 20540, 38120
1454111061.99638, 4476934.859339984, 590406.9506655119, -294.2971864363406, -1.524416775927338 , 0.01460828934252975 , 0.04355245224660304 , -0, 0, -0, 0 , 0 , 0 , 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 0, 0, 1, 4476934.859339984, 590406.9506655119, -294.2971864363406, 0, 0, 0, 55.375, -58.1, -0.005436709999997902, -1.536000000612603e-05, -1.536000000612603e-05, 1, 1, 3, 3, 0, 0, 0, 0, 771, 360, 20540, 38120
1454111062.006381, 4476934.859347616, 590406.9506417458, -294.2971700576054, -1.524423705141465 , 0.01450838725009654 , 0.04354700696937258 , -0, 0, -0, 0 , 0 , 0 , 0, 0, 0, 0, 0, 0, -0, 0, 0, 0, 0, 0, 1, 4476934.859347616, 590406.9506417458, -294.2971700576054, 0, 0, 0, 55.375, -58.1, -0.005436709999997902, -1.536000000612603e-05, -1.536000000612603e-05, 1, 1, 3, 3, 0, 0, 0, 0, 771, 360, 20540, 38120
1454111062.016381, 4476934.859346629, 590406.9506180179, -294.2971757531794, -1.524425131014341 , 0.01456291508190584 , 0.04355017227819629 , -0, 0, -0, 0 , 0 , 0 , 0, 0, 0, 0.01363033428788185, 0.01463605090975761, 0.01561880670487881, -0, 0, 0, 0, 0, 0, 1, 4476934.859346629, 590406.9506180179, -294.2971757531794, 0, 0, 0, 55.375, -58.1, -0.005436709999997902, -1.536000000612603e-05, -1.536000000612603e-05, 1, 1, 3, 3, 0, 0, 0, 0, 771, 360, 20540, 38120
1454111062.026381, 4476934.859348569, 590406.9506627718, -294.2971648124729, -1.524422815278002 , 0.01462119961681924 , 0.04355922540368094 , -0, 0, -0, 0 , 0 , 0 , 0, 0, 0, 0.01363033428788185, 0.01463605090975761, 0.01561880670487881, -0, 0, 0, 0, 0, 0, 1, 4476934.859348569, 590406.9506627718, -294.2971648124729, 0, 0, 0, 55.375, -58.1, -0.005436709999997902, -1.536000000612603e-05, -1.536000000612603e-05, 1, 1, 3, 3, 0, 0, 0, 0, 771, 360, 20540, 38120
1454111062.036381, 4476934.859346665, 590406.9506549751, -294.2971707312532, -1.524431534516324 , 0.01453105580150419 , 0.04355632020416293 , -0, 0, -0, 0 , 0 , 0 , 0, 0, 0, 0.01363033428788185, 0.01463605090975761, 0.01561880670487881, -0, 0, 0, 0, 0, 0, 1, 4476934.859346665, 590406.9506549751, -294.2971707312532, 0, 0, 0, 55.375, -58.1, -0.005436709999997902, -1.536000000612603e-05, -1.536000000612603e-05, 1, 1, 3, 3, 0, 0, 0, 0, 771, 360, 20540, 38120
1454111062.046381, 4476934.859349476, 590406.9506419036, -294.2971652753562, -1.52442615455972 , 0.01456210418615126 , 0.04355412407425621 , -0, 0, -0, 0 , 0 , 0 , 0, 0, 0, 0.01363033428788185, 0.01463605090975761, 0.01561880670487881, -0, 0, 0, 0, 0, 0, 1, 4476934.859349476, 590406.9506419036, -294.2971652753562, 0, 0, 0, 55.375, -58.1, -0.005436709999997902, -1.536000000612603e-05, -1.536000000612603e-05, 1, 1, 3, 3, 0, 0, 0, 0, 771, 360, 20540, 38120
1454111062.056382, 4476934.859351465, 590406.9506513516, -294.2971589172443, -1.52442102083544 , 0.01460007755585645 , 0.0435699839281298 , -0, 0, -0, 0 , 0 , 0 , 0, 0, 0, 0.01363033428788185, 0.01463605090975761, 0.01561880670487881, -0, 0, 0, 0, 0, 0, 1, 4476934.859351465, 590406.9506513516, -294.2971589172443, 0, 0, 0, 55.375, -58.1, -0.005436709999997902, -1.536000000612603e-05, -1.536000000612603e-05, 1, 1, 3, 3, 0, 0, 0, 0, 771, 360, 20540, 38120
1454111062.066382, 4476934.859349835, 590406.9506367332, -294.2971650472722, -1.524450943085648 , 0.01453806758258555 , 0.04355854027972519 , -0, 0, -0, 0 , 0 , 0 , 0, 0, 0, 0.01363033428788185, 0.01463605090975761, 0.01561880670487881, -0, 0, 0, 0, 0, 0, 1, 4476934.859349835, 590406.9506367332, -294.2971650472722, 0, 0, 0, 55.375, -58.1, -0.005436709999997902, -1.536000000612603e-05, -1.536000000612603e-05, 1, 1, 3, 3, 0, 0, 0, 0, 771, 360, 20540, 38120
1454111062.076382, 4476934.859349498, 590406.9506074365, -294.2971698167744, -1.524423789218463 , 0.0145699183273713 , 0.04354571144507949 , -0, 0, -0, 0 , 0 , 0 , 0, 0, 0, 0.01363033428788185, 0.01463605090975761, 0.01561880670487881, -0, 0, 0, 0, 0, 0, 1, 4476934.859349498, 590406.9506074365, -294.2971698167744, 0, 0, 0, 55.375, -58.1, -0.005436709999997902, -1.536000000612603e-05, -1.536000000612603e-05, 1, 1, 3, 3, 0, 0, 0, 0, 771, 360, 20540, 38120
1454111062.086382, 4476934.859347417, 590406.9506652894, -294.2971674262511, -1.524420077741349 , 0.01461535654513137 , 0.04356291148642615 , -0, 0, -0, 0 , 0 , 0 , 0, 0, 0, 0.01363033428788185, 0.01463605090975761, 0.01561880670487881, -0, 0, 0, 0, 0, 0, 1, 4476934.859347417, 590406.9506652894, -294.2971674262511, 0, 0, 0, 55.375, -58.1, -0.005436709999997902, -1.536000000612603e-05, -1.536000000612603e-05, 1, 1, 3, 3, 0, 0, 0, 0, 771, 360, 20540, 38120
