1454111219.990828,1454111219.991227,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1454111219.992519,1454111219.992919,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1454111219.994038,1454111219.994436,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1454111219.995547,1454111219.995944,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1454111219.997054,1454111219.997452,0.139653,-0.079104,1.737358,-0.183764,0.493499,0.916688
1454111219.998572,1454111219.998969,0.199713,-0.023927,1.738823,-0.251943,0.812555,1.330023
1454111220.000083,1454111220.000481,0.112796,-0.165532,1.804254,-0.359271,1.188072,1.944700
1454111220.001602,1454111220.002000,0.108402,-0.156255,1.836970,-0.395758,1.350530,2.242716
1454111220.003115,1454111220.003512,0.113285,-0.102542,1.846736,-0.240757,1.713796,2.578019
1454111220.004628,1454111220.005025,0.227546,-0.034669,1.857479,-0.072174,1.844828,2.507176
1454111220.006138,1454111220.006536,0.005860,-0.238777,1.933653,0.275379,2.063746,2.390260
1454111220.007651,1454111220.008047,0.040529,-0.191900,1.913633,0.299615,2.167879,2.397717
1454111220.009162,1454111220.009560,0.135746,-0.081057,1.929258,0.065249,2.027260,2.353774
1454111220.010675,1454111220.011074,0.136235,-0.117191,1.998596,0.000266,1.887174,2.329804
1454111220.012196,1454111220.012594,0.046876,-0.217780,1.984436,-0.058059,1.319104,2.380939
1454111220.013690,1454111220.014087,0.027833,-0.208991,1.956603,-0.056993,0.203205,2.405174
1454111220.015180,1454111220.015577,0.156743,-0.053713,1.918516,0.005859,-0.212260,0.157930
1454111220.016670,1454111220.017067,0.066408,-0.152348,1.903867,-0.006924,-0.067913,-0.365663
1454111220.018160,1454111220.018556,0.135746,-0.160649,1.895077,-0.062853,0.002930,0.036220
1454111220.019649,1454111220.020047,0.161626,-0.113285,1.841853,-0.064717,0.020241,0.101203
1454111220.021141,1454111220.021538,0.159673,-0.067385,1.857967,-0.005326,-0.027431,0.000533
1454111220.022634,1454111220.023030,0.085452,-0.122562,1.794000,-0.021572,-0.043943,-0.002663
1454111220.024123,1454111220.024520,0.091311,-0.126469,1.742241,-0.071375,0.018643,0.048471
1454111220.025612,1454111220.026009,0.145512,-0.068850,1.705619,-0.058059,0.017844,0.037552
1454111220.027102,1454111220.027499,0.168462,-0.078127,1.738823,-0.054863,-0.037818,0.017311
1454111220.028593,1454111220.028989,0.031739,-0.159673,1.801813,-0.082827,-0.022638,0.029562
1454111220.030082,1454111220.030479,0.229499,-0.040040,1.727103,-0.091083,0.043943,0.034090
1454111220.031578,1454111220.031975,0.177740,-0.089846,1.821345,-0.064717,0.028230,0.020507
