1454112014.547274,1454112014.553663,5.522222,-1.494002,-3.000221,1.010742,0.010742,0.076172,235.0000
1454112014.753980,1454112014.760400,5.550147,-1.488766,-3.022910,1.004883,0.009766,0.082031,235.0000
1454112014.960583,1454112014.967007,5.541420,-1.492257,1.696460,1.004883,-0.077148,0.009766,235.0000
1454112015.167157,1454112015.173573,5.560619,-1.485275,1.673771,1.004883,-0.084961,0.008789,235.0000
1454112015.373722,1454112015.380144,5.525712,-1.488766,1.715659,1.005859,-0.080078,0.011719,235.0000
1454112015.580283,1454112015.586698,5.569346,-1.494002,1.659808,1.002930,-0.075195,0.006836,235.0000
1454112015.786838,1454112015.793255,5.539675,-1.483530,1.692969,1.002930,-0.086914,0.010742,234.0000
1454112015.993398,1454112015.999814,5.530948,-1.492257,1.706932,1.004883,-0.078125,0.010742,235.0000
1454112016.199961,1454112016.206381,5.534439,-1.490511,1.691224,1.006836,-0.080078,0.009766,235.0000
1454112016.406524,1454112016.412940,5.501278,-1.488766,1.727876,1.006836,-0.080078,0.012695,235.0000
1454112016.613073,1454112016.619494,5.586799,-1.487021,1.651081,1.008789,-0.083984,0.006836,235.0000
1454112016.819630,1454112016.826049,5.543166,-1.490511,1.680752,0.999023,-0.079102,0.008789,235.0000
1454112017.026207,1454112017.032665,5.536184,-1.490511,1.691224,1.009766,-0.080078,0.009766,235.0000
1454112017.232859,1454112017.239329,5.532694,-1.488766,1.691224,0.998047,-0.080078,0.009766,235.0000
1454112017.439532,1454112017.446001,5.578072,-1.487021,1.640609,1.007812,-0.083008,0.005859,235.0000
1454112017.646191,1454112017.652637,5.555383,-1.487021,1.663299,1.000977,-0.083008,0.007812,235.0000
1454112017.852818,1454112017.859262,5.537930,-1.494002,1.684243,1.008789,-0.076172,0.008789,235.0000
1454112018.059442,1454112018.065861,5.522222,-1.488766,1.701696,1.000977,-0.081055,0.010742,235.0000
1454112018.266051,1454112018.272539,5.537930,-1.490511,1.691224,1.009766,-0.080078,0.009766,234.0000
1454112018.472720,1454112018.479202,5.530948,-1.490511,1.692969,1.004883,-0.079102,0.009766,235.0000
1454112018.679389,1454112018.685851,5.557128,-1.490511,1.668535,1.005859,-0.079102,0.007812,235.0000
1454112018.886038,1454112018.892495,5.586799,-1.488766,1.642355,1.003906,-0.081055,0.005859,235.0000
1454112019.092675,1454112019.099127,5.504768,-1.490511,1.719149,1.002930,-0.078125,0.011719,235.0000
1454112019.299333,1454112019.306110,5.558874,-1.487021,1.663299,1.008789,-0.083984,0.007812,235.0000
1454112019.506468,1454112019.512927,5.513495,-1.488766,1.715659,0.999023,-0.080078,0.011719,235.0000
1454112019.716589,1454112019.723050,5.567600,-1.490511,1.654572,1.006836,-0.080078,0.006836,235.0000
1454112019.923261,1454112019.929729,5.516986,-1.487021,1.712168,1.001953,-0.082031,0.011719,235.0000
1454112020.129930,1454112020.136399,5.562364,-1.492257,1.670280,1.008789,-0.078125,0.007812,235.0000
1454112020.336596,1454112020.343055,5.534439,-1.488766,1.691224,1.007812,-0.083984,0.010742,235.0000
1454112020.543242,1454112020.549709,5.550147,-1.488766,1.677261,0.996094,-0.081055,0.008789,235.0000
1454112020.749896,1454112020.756365,5.525712,-1.488766,1.701696,1.007812,-0.081055,0.010742,235.0000
1454112020.956573,1454112020.963033,5.459390,-1.492257,1.769764,1.002930,-0.077148,0.015625,235.0000
1454112021.163266,1454112021.169735,5.562364,-1.488766,1.677261,1.008789,-0.081055,0.008789,235.0000
1454112021.369941,1454112021.376402,5.504768,-1.494002,1.724385,1.003906,-0.075195,0.011719,235.0000
1454112021.576599,1454112021.583059,5.585054,-1.488766,1.642355,1.009766,-0.081055,0.005859,235.0000
1454112021.783240,1454112021.789707,5.503023,-1.488766,1.726131,0.998047,-0.081055,0.012695,235.0000
