1454002762.593519,1454002762.593919,1.017365,0.036622,-0.126957,-0.056194,0.004528,0.019175
1454002762.595162,1454002762.595560,1.017365,0.036622,-0.126957,-0.056194,0.004528,0.019175
1454002762.596684,1454002762.597082,1.012482,0.043214,-0.126225,-0.027431,-0.004261,0.010919
1454002762.598202,1454002762.598599,1.010773,0.042238,-0.128422,-0.029562,-0.005326,0.009588
1454002762.599714,1454002762.600166,1.014924,0.038820,-0.118168,-0.025034,-0.000533,0.011985
1454002762.601295,1454002762.601792,1.010529,0.035401,-0.127445,-0.026632,-0.000799,0.012251
1454002762.602920,1454002762.603319,1.019074,0.034913,-0.129398,-0.027698,-0.003729,0.014914
1454002762.604436,1454002762.604835,1.012970,0.038331,-0.131840,-0.029828,-0.005593,0.014914
1454002762.605952,1454002762.606350,1.012726,0.037355,-0.135746,-0.028763,-0.006392,0.015979
1454002762.607465,1454002762.607863,1.016633,0.036134,-0.130863,-0.033557,-0.003462,0.011985
1454002762.608977,1454002762.609376,1.017853,0.034669,-0.132817,-0.033823,-0.002131,0.011186
1454002762.610490,1454002762.610887,1.015412,0.041749,-0.134526,-0.027964,-0.004528,0.009055
1454002762.612002,1454002762.612401,1.012726,0.040284,-0.134770,-0.028230,-0.003462,0.011985
1454002762.613524,1454002762.613922,1.016388,0.040529,-0.129398,-0.027165,-0.008789,0.012251
1454002762.615040,1454002762.615437,1.013459,0.038820,-0.127689,-0.026366,-0.009321,0.014914
1454002762.616551,1454002762.616948,1.021027,0.036134,-0.141606,-0.029828,-0.006658,0.010919
1454002762.618061,1454002762.618459,1.014924,0.035401,-0.142582,-0.030361,-0.005060,0.011718
1454002762.619572,1454002762.619970,1.023225,0.041505,-0.132328,-0.031426,-0.002663,0.012517
1454002762.621083,1454002762.621481,1.016877,0.041017,-0.135258,-0.030627,-0.001598,0.011718
1454002762.622599,1454002762.622998,1.016877,0.036866,-0.146489,-0.027165,-0.004528,0.011985
1454002762.624121,1454002762.624519,1.014435,0.039796,-0.140873,-0.028497,-0.004261,0.013050
1454002762.625633,1454002762.626030,1.014191,0.041993,-0.149663,-0.028763,-0.000533,0.013583
1454002762.627148,1454002762.627547,1.014679,0.041505,-0.142827,-0.026632,-0.002930,0.011718
1454002762.628665,1454002762.629063,1.019318,0.036622,-0.142827,-0.028763,-0.004261,0.013849
1454002762.630178,1454002762.630577,1.016388,0.035401,-0.139897,-0.028497,-0.002930,0.010387
1454002762.631717,1454002762.632116,1.010041,0.037843,-0.135014,-0.022371,0.000000,0.012517
1454002762.633231,1454002762.633629,1.011261,0.039552,-0.136235,-0.024768,-0.001864,0.013849
1454002762.634743,1454002762.635141,1.015656,0.036866,-0.140385,-0.025301,0.000266,0.012517
1454002762.636254,1454002762.636652,1.008332,0.043458,-0.142338,-0.024768,0.001065,0.011186
1454002762.637770,1454002762.638168,1.014191,0.039308,-0.141118,-0.025034,0.002397,0.014648
1454002762.639283,1454002762.639681,1.011994,0.038087,-0.137455,-0.027964,0.000266,0.013583
1454002762.640795,1454002762.641192,1.009064,0.039552,-0.136723,-0.027964,0.001598,0.014115
1454002762.642306,1454002762.642705,1.019074,0.041505,-0.132328,-0.026366,0.003462,0.014382
1454002762.643823,1454002762.644220,1.015168,0.038331,-0.123051,-0.026100,0.001065,0.014115
1454002762.645336,1454002762.645734,1.015412,0.041505,-0.128422,-0.027431,0.002930,0.013849
1454002762.646850,1454002762.647247,1.007599,0.039552,-0.131596,-0.023969,0.003196,0.014115
1454002762.648361,1454002762.648759,1.011505,0.042238,-0.132084,-0.025567,0.000266,0.013050
1454002762.649873,1454002762.650270,1.012726,0.038820,-0.122318,-0.026366,0.000799,0.012784
1454002762.651384,1454002762.651782,1.013459,0.037111,-0.127201,-0.023437,0.003462,0.014914
1454002762.652901,1454002762.653299,1.016633,0.040284,-0.127689,-0.028230,0.002930,0.017844
1454002762.654415,1454002762.654813,1.015412,0.032228,-0.130619,-0.027698,-0.000266,0.016778
1454002762.655927,1454002762.656324,1.009064,0.037355,-0.130863,-0.025301,0.000533,0.016512
1454002762.657437,1454002762.657836,1.011505,0.037599,-0.130619,-0.027165,0.000533,0.011718
1454002762.658949,1454002762.659347,1.009552,0.038331,-0.125492,-0.024768,0.000266,0.013050
1454002762.660460,1454002762.660859,1.008332,0.034181,-0.134281,-0.029029,-0.001065,0.014382
1454002762.662153,1454002762.662551,1.012238,0.033204,-0.126713,-0.029296,-0.002397,0.015447
1454002762.663671,1454002762.664069,1.016633,0.036622,-0.121097,-0.030095,-0.002131,0.013050
1454002762.665185,1454002762.665583,1.025910,0.033692,-0.131840,-0.029828,-0.001332,0.013849
1454002762.666697,1454002762.667096,1.014924,0.032960,-0.125980,-0.025833,-0.003729,0.012517
1454002762.668209,1454002762.668607,1.015656,0.032960,-0.128910,-0.026100,-0.003995,0.012517
1454002762.669725,1454002762.670123,1.014435,0.035890,-0.130619,-0.029029,-0.002663,0.011718
1454002762.671238,1454002762.671635,1.014924,0.034669,-0.134526,-0.029029,-0.002663,0.009321
1454002762.672750,1454002762.673147,1.014924,0.037111,-0.131596,-0.029828,-0.003729,0.010919
1454002762.674264,1454002762.674661,1.014435,0.028565,-0.133305,-0.029296,-0.005060,0.011718
1454002762.675775,1454002762.676172,1.016633,0.031495,-0.128910,-0.028230,-0.004528,0.012251
1454002762.677287,1454002762.677685,1.011750,0.027589,-0.133793,-0.025833,-0.003995,0.013849
1454002762.678802,1454002762.679200,1.015412,0.035646,-0.137700,-0.026899,-0.004528,0.011186
1454002762.680314,1454002762.680711,1.018342,0.034913,-0.133061,-0.029562,-0.005593,0.010919
1454002762.681825,1454002762.682223,1.013459,0.037355,-0.137211,-0.027431,-0.003729,0.013849
1454002762.683340,1454002762.683738,1.016633,0.036134,-0.135502,-0.026366,-0.000533,0.014115
1454002762.684854,1454002762.685252,1.015900,0.033937,-0.137944,-0.026632,0.000000,0.007990
1454002762.686368,1454002762.686766,1.008332,0.034425,-0.150151,-0.028763,0.000533,0.010120
1454002762.687880,1454002762.688278,1.014924,0.036866,-0.133549,-0.031693,-0.002663,0.009854
