1456525804.853660,1456525804.860086,5.581563,-1.478294,-3.014184,1.004883,0.011719,0.091797,244.0000
1456525805.060414,1456525805.066819,5.640904,-1.480039,1.624902,0.998047,-0.089844,0.004883,244.0000
1456525805.266989,1456525805.273392,5.569346,-1.480039,1.710423,0.997070,-0.089844,0.012695,244.0000
1456525805.473598,1456525805.480109,5.592035,-1.483530,1.682497,1.001953,-0.086914,0.009766,244.0000
1456525805.680258,1456525805.686666,5.626942,-1.478294,1.644100,0.999023,-0.091797,0.006836,244.0000
1456525805.886803,1456525805.893246,5.576327,-1.476549,1.685988,0.999023,-0.092773,0.010742,244.0000
1456525806.093393,1456525806.099809,5.581563,-1.480039,1.689479,0.999023,-0.088867,0.010742,244.0000
1456525806.299944,1456525806.306375,5.574582,-1.476549,1.685988,0.996094,-0.091797,0.010742,244.0000
1456525806.506517,1456525806.512935,5.628687,-1.478294,1.633628,1.000000,-0.091797,0.005859,244.0000
1456525806.713073,1456525806.719486,5.604252,-1.480039,1.645845,0.999023,-0.089844,0.006836,244.0000
1456525806.919627,1456525806.926047,5.605998,-1.483530,1.647591,1.000977,-0.086914,0.006836,244.0000
1456525807.126189,1456525807.132612,5.583308,-1.478294,1.685988,1.001953,-0.091797,0.010742,244.0000
1456525807.332750,1456525807.339164,5.600762,-1.478294,1.654572,1.000977,-0.091797,0.007812,244.0000
1456525807.539305,1456525807.545713,5.595526,-1.478294,1.677261,0.998047,-0.090820,0.009766,244.0000
1456525807.745874,1456525807.752333,5.569346,-1.474803,1.692969,0.999023,-0.094727,0.011719,244.0000
1456525807.952526,1456525807.958981,5.621706,-1.476549,1.642355,1.000977,-0.093750,0.006836,244.0000
1456525808.159184,1456525808.165641,5.593780,-1.478294,1.656317,1.000977,-0.090820,0.007812,244.0000
1456525808.365828,1456525808.372288,5.592035,-1.473058,1.670280,0.996094,-0.096680,0.009766,244.0000
1456525808.572498,1456525808.578958,5.562364,-1.478294,1.685988,1.000977,-0.091797,0.010742,244.0000
1456525808.779146,1456525808.785603,5.590290,-1.478294,1.687733,0.997070,-0.090820,0.010742,244.0000
1456525808.985783,1456525808.992249,5.592035,-1.476549,1.685988,0.999023,-0.092773,0.010742,244.0000
1456525809.192431,1456525809.198886,5.649631,-1.478294,1.633628,1.000977,-0.091797,0.005859,244.0000
1456525809.399066,1456525809.405519,5.600762,-1.480039,1.679007,0.999023,-0.089844,0.009766,244.0000
1456525809.605705,1456525809.612162,5.609488,-1.474803,1.672025,0.999023,-0.094727,0.009766,244.0000
1456525809.812357,1456525809.818836,5.611234,-1.481785,1.658063,1.000977,-0.088867,0.007812,244.0000
1456525810.033358,1456525810.039797,5.574582,-1.474803,1.703441,0.996094,-0.094727,0.012695,244.0000
1456525810.240073,1456525810.246538,5.562364,-1.478294,1.696460,0.998047,-0.091797,0.011719,244.0000
1456525810.446740,1456525810.453265,5.630432,-1.481785,1.637119,1.002930,-0.087891,0.005859,244.0000
1456525810.653453,1456525810.659908,5.592035,-1.480039,1.679007,0.998047,-0.089844,0.009766,244.0000
1456525810.860094,1456525810.866567,5.579818,-1.478294,1.687733,1.000000,-0.090820,0.010742,244.0000
1456525811.066787,1456525811.073243,5.611234,-1.480039,1.666789,1.002930,-0.090820,0.008789,244.0000
1456525811.273433,1456525811.279885,5.612979,-1.476549,1.654572,1.000000,-0.092773,0.007812,244.0000
1456525811.480074,1456525811.486528,5.597271,-1.478294,1.675516,1.000977,-0.091797,0.009766,244.0000
1456525811.686712,1456525811.693168,5.560619,-1.478294,1.698205,0.998047,-0.090820,0.011719,244.0000
1456525811.893355,1456525811.899810,5.654867,-1.480039,1.612684,0.999023,-0.090820,0.003906,244.0000
1456525812.099989,1456525812.106445,5.625196,-1.480039,1.645845,1.000977,-0.090820,0.006836,244.0000
1456525812.306620,1456525812.313083,5.616470,-1.476549,1.652827,0.998047,-0.093750,0.007812,244.0000
1456525812.513261,1456525812.519714,5.593780,-1.476549,1.685988,0.998047,-0.092773,0.010742,244.0000
1456525812.719890,1456525812.726352,5.569346,-1.480039,1.689479,1.000000,-0.088867,0.010742,244.0000
1456525812.926533,1456525812.932994,5.579818,-1.478294,1.677261,1.001953,-0.090820,0.009766,244.0000
1456525813.133176,1456525813.139627,5.537930,-1.480039,1.720895,1.000000,-0.089844,0.013672,244.0000
1456525813.339865,1456525813.346329,5.590290,-1.481785,1.658063,1.000000,-0.087891,0.007812,244.0000
1456525813.546515,1456525813.552974,5.607743,-1.478294,1.665044,1.000000,-0.091797,0.008789,244.0000
1456525813.753154,1456525813.759605,5.586799,-1.478294,1.666789,1.000000,-0.090820,0.008789,244.0000
1456525813.959782,1456525813.966243,5.595526,-1.478294,1.666789,1.000977,-0.090820,0.008789,244.0000
1456525814.166425,1456525814.172885,5.578072,-1.480039,1.679007,1.001953,-0.089844,0.009766,244.0000
1456525814.373065,1456525814.379517,5.565855,-1.476549,1.694715,0.996094,-0.092773,0.011719,244.0000
1456525814.579693,1456525814.586152,5.515240,-1.478294,1.729621,1.003906,-0.090820,0.014648,244.0000
1456525814.786329,1456525814.792791,5.623451,-1.480039,1.645845,1.001953,-0.089844,0.006836,244.0000
1456525814.992969,1456525814.999424,5.625196,-1.476549,1.644100,1.000000,-0.092773,0.006836,244.0000
1456525815.199609,1456525815.206059,5.597271,-1.480039,1.679007,0.999023,-0.089844,0.009766,244.0000
1456525815.406280,1456525815.412728,5.576327,-1.476549,1.694715,0.999023,-0.092773,0.011719,244.0000
