# start_time, end_time, gps_time, lat, long, elev, ecef_x, ecef_y, ecef_z, ecef_vx, ecef_vy, ecef_vz, gdop, pdop, hdop, vdop, tdop
1456526258.818600,1456526258.828451,1456526275.780000,3,10,40.438348,-79.934097,328.140000,849696.160000,-4786670.030000,4115341.000000,0.000000,0.000000,0.000000,1.840000,1.630000,0.980000,1.300000,0.850000
1456526258.918575,1456526258.928564,1456526275.880000,3,10,40.438348,-79.934097,328.140000,849696.160000,-4786670.030000,4115341.000000,0.000000,0.000000,0.000000,1.840000,1.630000,0.980000,1.300000,0.850000
1456526259.018583,1456526259.028578,1456526275.979999,3,10,40.438348,-79.934097,328.140000,849696.150000,-4786670.030000,4115341.000000,0.000000,0.000000,0.000000,1.840000,1.630000,0.980000,1.300000,0.850000
1456526259.118600,1456526259.128592,1456526276.080000,3,10,40.438348,-79.934097,328.140000,849696.150000,-4786670.040000,4115341.000000,0.000000,0.000000,0.000000,1.840000,1.630000,0.980000,1.300000,0.850000
1456526259.231487,1456526259.241480,1456526276.179999,3,10,40.438348,-79.934097,328.140000,849696.150000,-4786670.040000,4115340.990000,0.000000,0.000000,0.000000,1.840000,1.630000,0.980000,1.300000,0.850000
1456526259.319001,1456526259.328861,1456526276.280000,3,10,40.438348,-79.934097,328.140000,849696.150000,-4786670.050000,4115340.990000,0.000000,0.000000,0.000000,1.840000,1.630000,0.980000,1.300000,0.850000
1456526259.419501,1456526259.429501,1456526276.380000,3,10,40.438348,-79.934097,328.140000,849696.150000,-4786670.050000,4115340.990000,0.000000,0.000000,0.000000,1.840000,1.630000,0.980000,1.300000,0.850000
1456526259.518016,1456526259.529512,1456526276.479999,3,10,40.438348,-79.934097,328.140000,849696.150000,-4786670.060000,4115340.990000,0.000000,0.000000,0.000000,1.840000,1.630000,0.980000,1.300000,0.850000
1456526259.618155,1456526259.629525,1456526276.580000,3,10,40.438348,-79.934097,328.140000,849696.150000,-4786670.060000,4115340.980000,0.000000,0.000000,0.000000,1.840000,1.630000,0.980000,1.300000,0.850000
1456526259.718542,1456526259.728408,1456526276.679999,3,10,40.438348,-79.934097,328.140000,849696.150000,-4786670.070000,4115340.980000,0.000000,0.000000,0.000000,1.840000,1.630000,0.980000,1.300000,0.850000
1456526259.822058,1456526259.833549,1456526276.780000,3,10,40.438348,-79.934097,328.140000,849696.150000,-4786670.070000,4115340.970000,0.000000,0.000000,0.000000,1.840000,1.630000,0.980000,1.300000,0.850000
1456526259.917819,1456526259.929314,1456526276.880000,3,10,40.438348,-79.934097,328.140000,849696.150000,-4786670.070000,4115340.970000,0.000000,0.000000,0.000000,1.840000,1.630000,0.980000,1.300000,0.850000
1456526260.019453,1456526260.029451,1456526276.979999,3,10,40.438348,-79.934097,328.140000,849696.150000,-4786670.080000,4115340.970000,0.000000,0.000000,0.000000,1.840000,1.630000,0.980000,1.300000,0.850000
1456526260.118093,1456526260.129465,1456526277.080000,3,10,40.438348,-79.934097,328.140000,849696.140000,-4786670.080000,4115340.960000,0.000000,0.000000,0.000000,1.840000,1.630000,0.980000,1.300000,0.850000
1456526260.232229,1456526260.242228,1456526277.179999,3,10,40.438348,-79.934097,328.140000,849696.140000,-4786670.090000,4115340.960000,0.000000,0.000000,0.000000,1.840000,1.630000,0.980000,1.300000,0.850000
1456526260.317994,1456526260.329361,1456526277.280000,3,10,40.438348,-79.934097,328.140000,849696.140000,-4786670.090000,4115340.960000,0.000000,0.000000,0.000000,1.840000,1.630000,0.980000,1.300000,0.850000
1456526260.419498,1456526260.429499,1456526277.380000,3,10,40.438348,-79.934097,328.140000,849696.140000,-4786670.100000,4115340.950000,0.000000,0.000000,0.000000,1.840000,1.630000,0.980000,1.300000,0.850000
1456526260.518140,1456526260.529510,1456526277.479999,3,10,40.438348,-79.934097,328.140000,849696.140000,-4786670.100000,4115340.950000,0.000000,0.000000,0.000000,1.840000,1.630000,0.980000,1.300000,0.850000
1456526260.618283,1456526260.629399,1456526277.580000,3,10,40.438348,-79.934097,328.140000,849696.140000,-4786670.110000,4115340.950000,0.000000,0.000000,0.000000,1.840000,1.630000,0.980000,1.300000,0.850000
1456526260.717536,1456526260.728907,1456526277.679999,3,10,40.438348,-79.934097,328.140000,849696.140000,-4786670.120000,4115340.950000,0.000000,0.000000,0.000000,1.840000,1.630000,0.980000,1.300000,0.850000
1456526260.818929,1456526260.828924,1456526277.780000,3,10,40.438348,-79.934097,328.140000,849696.130000,-4786670.130000,4115340.950000,0.000000,0.000000,0.000000,1.840000,1.630000,0.980000,1.300000,0.850000
1456526260.918943,1456526260.928936,1456526277.880000,3,10,40.438348,-79.934097,328.140000,849696.130000,-4786670.130000,4115340.950000,0.000000,0.000000,0.000000,1.840000,1.630000,0.980000,1.300000,0.850000
1456526261.019200,1456526261.029073,1456526277.979999,3,10,40.438348,-79.934097,328.140000,849696.120000,-4786670.140000,4115340.950000,0.000000,0.000000,0.000000,1.840000,1.630000,0.980000,1.300000,0.850000
1456526261.118967,1456526261.128959,1456526278.080000,3,10,40.438348,-79.934097,328.140000,849696.120000,-4786670.150000,4115340.950000,0.000000,0.000000,0.000000,1.840000,1.630000,0.980000,1.300000,0.850000
1456526261.231856,1456526261.241848,1456526278.179999,3,10,40.438348,-79.934097,328.140000,849696.110000,-4786670.150000,4115340.950000,0.000000,0.000000,0.000000,1.840000,1.630000,0.980000,1.300000,0.850000
