1456525806.140659,1456525806.141059,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1456525806.142385,1456525806.142785,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1456525806.143905,1456525806.144303,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1456525806.145413,1456525806.145812,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1456525806.146925,1456525806.147323,0.060793,-0.088870,0.871853,-0.068578,0.250478,0.438902
1456525806.148453,1456525806.148850,0.109622,-0.071047,0.934599,-0.123042,0.380844,0.654225
1456525806.149967,1456525806.150364,0.209479,-0.127689,0.956816,-0.170448,0.606820,0.947981
1456525806.151478,1456525806.151875,0.136479,-0.142338,0.912870,-0.170448,0.720141,1.071822
1456525806.152989,1456525806.153387,0.087161,-0.072024,0.929960,-0.076036,0.798174,1.263309
1456525806.154504,1456525806.154902,0.195563,-0.049562,0.951689,-0.000932,0.839853,1.243468
1456525806.156019,1456525806.156417,0.144292,-0.130375,0.950957,0.157531,1.085538,1.154116
1456525806.157532,1456525806.157931,0.055666,-0.040284,0.902860,0.150606,1.051848,1.150787
1456525806.159049,1456525806.159447,0.128422,-0.036378,0.932890,0.069244,0.928806,1.163970
1456525806.160562,1456525806.160959,0.166753,-0.118168,0.935575,-0.019042,0.947582,1.146526
1456525806.162075,1456525806.162473,0.098636,-0.118168,0.883328,-0.032891,0.741180,1.147192
1456525806.163592,1456525806.163990,0.112064,-0.032472,0.901883,-0.004528,-0.200675,0.788320
1456525806.165106,1456525806.165503,0.195318,-0.031983,0.928251,-0.013316,-0.158330,0.085357
1456525806.166618,1456525806.167016,0.142827,-0.131596,0.898221,-0.051933,0.092148,-0.104000
1456525806.168133,1456525806.168531,0.069094,-0.083743,0.867946,-0.046074,0.059124,0.008789
1456525806.169649,1456525806.170048,0.176519,-0.020264,0.888211,-0.026766,-0.069377,0.035687
1456525806.171166,1456525806.171564,0.192633,-0.048097,0.944365,-0.039416,-0.032625,0.012118
1456525806.172679,1456525806.173076,0.118168,-0.101810,0.827906,-0.068845,0.077900,0.005992
1456525806.174192,1456525806.174590,0.033692,-0.062014,0.863796,-0.053931,0.006392,0.021439
1456525806.175704,1456525806.176101,0.246590,-0.055177,0.890896,-0.039549,-0.057260,0.017844
1456525806.177216,1456525806.177614,0.164312,-0.101321,0.928495,-0.058458,0.025967,0.003862
1456525806.178732,1456525806.179130,0.105716,-0.084719,0.843043,-0.049936,0.037152,0.017977
1456525806.180247,1456525806.180645,0.096683,-0.052492,0.889676,-0.031426,-0.042878,0.024502
1456525806.181759,1456525806.182157,0.222663,-0.116947,0.969268,-0.041547,-0.010120,0.012517
1456525806.183271,1456525806.183669,0.161138,-0.132572,0.938017,-0.051001,0.070709,0.002663
1456525806.184784,1456525806.185182,0.065920,-0.071047,0.921171,-0.012251,-0.004528,0.023969
1456525806.186296,1456525806.186695,0.156743,-0.055666,0.936064,0.009588,-0.064850,0.027165
1456525806.187942,1456525806.188340,0.144047,-0.151128,0.948027,-0.035421,0.019575,-0.000666
1456525806.189467,1456525806.189864,0.121586,-0.146489,0.908963,-0.028364,0.052466,0.002397
1456525806.190981,1456525806.191378,0.127689,-0.031739,0.936308,0.009321,-0.053132,0.021839
1456525806.192492,1456525806.192889,0.252449,-0.067385,0.955351,0.017045,-0.051401,0.011452
1456525806.194023,1456525806.194420,0.088382,-0.143315,0.915555,-0.021306,0.066981,-0.000133
1456525806.195537,1456525806.195934,0.079348,-0.029542,0.927763,0.012118,-0.029296,0.019175
1456525806.197049,1456525806.197446,0.159429,-0.017090,0.946562,0.010919,-0.074038,0.022371
1456525806.198564,1456525806.198962,0.127934,-0.125004,0.927763,-0.036087,0.057127,-0.001864
1456525806.200078,1456525806.200476,0.026368,-0.110599,0.903592,-0.046074,0.062719,0.012251
1456525806.201590,1456525806.202004,0.158940,-0.003174,0.888943,-0.012118,-0.075769,0.024502
1456525806.203120,1456525806.203518,0.187262,-0.048585,0.961699,-0.024102,-0.070043,0.015580
1456525806.204633,1456525806.205031,0.139409,-0.122562,0.848170,-0.055395,0.081229,0.001731
1456525806.206146,1456525806.206543,0.033937,-0.069338,0.871853,-0.044343,0.046474,0.015713
1456525806.207659,1456525806.208057,0.260994,-0.022217,0.889431,-0.026499,-0.076568,0.026100
1456525806.209347,1456525806.209746,0.198492,-0.069582,0.944121,-0.049403,-0.014648,0.004128
1456525806.210865,1456525806.211263,0.100833,-0.090335,0.856960,-0.064317,0.085623,0.014648
1456525806.212380,1456525806.212777,0.063723,-0.017090,0.876736,-0.038750,0.002930,0.027698
1456525806.213892,1456525806.214289,0.243660,-0.084719,0.908475,-0.045408,-0.049536,0.014115
1456525806.215404,1456525806.215801,0.131840,-0.138920,0.932890,-0.065915,0.029429,0.003862
1456525806.216916,1456525806.217361,0.097171,-0.079104,0.850612,-0.049403,0.023437,0.025034
1456525806.218597,1456525806.218996,0.203131,-0.065188,0.972442,-0.019575,-0.074571,0.019309
1456525806.220121,1456525806.220518,0.235359,-0.132572,0.941679,-0.034755,0.009721,-0.004927
1456525806.221639,1456525806.222037,-0.000244,-0.115482,0.937773,-0.028497,0.054197,0.015447
1456525806.223157,1456525806.223555,0.122074,-0.032228,0.889920,-0.003196,-0.029695,0.029429
1456525806.224676,1456525806.225073,0.168462,-0.097415,1.009552,-0.006791,-0.040082,0.005859
1456525806.226194,1456525806.226592,0.141606,-0.166997,0.935575,-0.030361,0.043278,0.000533
1456525806.227716,1456525806.228113,0.022462,-0.060305,0.946562,-0.002930,0.002397,0.020906
1456525806.229235,1456525806.229633,0.149419,-0.022217,0.954863,0.015314,-0.082427,0.027565
1456525806.230754,1456525806.231152,0.139653,-0.125980,0.967071,-0.007990,0.024901,-0.008922
1456525806.232273,1456525806.232670,0.041261,-0.164312,0.925321,-0.027964,0.078965,0.002663
1456525806.233790,1456525806.234188,0.117191,-0.005371,0.911161,0.008256,-0.057792,0.028763
1456525806.235311,1456525806.235709,0.188726,-0.025880,0.949736,-0.002930,-0.085756,0.019841
1456525806.236829,1456525806.237228,0.104984,-0.118900,0.918973,-0.032758,0.075503,-0.005992
1456525806.238353,1456525806.238750,0.010743,-0.083254,0.877224,-0.042212,0.073106,0.011851
1456525806.239870,1456525806.240268,0.173833,-0.006592,0.895779,-0.014648,-0.084025,0.027565
1456525806.241388,1456525806.241786,0.189215,-0.055666,0.933622,-0.038484,-0.061654,0.012917
1456525806.242907,1456525806.243305,0.072756,-0.120609,0.860378,-0.069910,0.071109,0.006924
1456525806.244428,1456525806.244825,0.035890,-0.034913,0.878933,-0.051667,0.015580,0.027698
1456525806.245946,1456525806.246344,0.275155,-0.036134,0.894803,-0.037818,-0.061920,0.015314
1456525806.247476,1456525806.247874,0.163823,-0.114505,0.959746,-0.065649,0.007058,0.002663
1456525806.248996,1456525806.249394,0.093020,-0.092532,0.834498,-0.060189,0.069910,0.017444
1456525806.250514,1456525806.250913,0.168950,-0.019044,0.943388,-0.031559,-0.071242,0.029296
1456525806.252035,1456525806.252433,0.276864,-0.087405,0.903104,-0.042346,-0.028630,0.008256
1456525806.253554,1456525806.253952,0.005615,-0.154790,0.932401,-0.066847,0.062853,0.015047
1456525806.255072,1456525806.255469,0.129887,-0.073733,0.876980,-0.028630,0.002530,0.027298
1456525806.256590,1456525806.256987,0.201910,-0.081545,0.992706,-0.012251,-0.059657,0.010786
1456525806.258109,1456525806.258507,0.214606,-0.162358,0.952178,-0.022771,0.018776,-0.005193
1456525806.259630,1456525806.260028,-0.004395,-0.105716,0.929716,-0.016778,0.033956,0.014248
